1902	3.05	4.68	3.41	2.90	1.62	4.30	2.45	4.31	7.19	6.85	3.71	5.66	50.13	14.80	7.93	11.06	17.75	19.96	30.17	
1903	3.81	5.43	4.40	3.29	3.33	5.01	7.65	5.88	1.00	3.54	0.73	2.19	46.26	14.90	11.02	18.54	5.27	25.27	20.99	
1904	2.86	1.50	2.88	2.37	1.84	3.27	4.58	1.95	5.90	3.73	1.87	3.34	36.09	6.55	7.09	9.80	11.50	14.72	21.37	
1905	4.69	2.40	3.23	3.07	1.82	4.05	10.65	6.85	2.14	2.04	1.35	4.32	46.61	10.43	8.12	21.55	5.53	19.26	27.35	
																				
1906	3.22	2.21	4.63	3.31	2.73	5.10	7.96	5.80	0.32	5.74	1.74	4.06	46.82	9.75	10.67	18.86	7.80	21.20	25.62	
1907	3.14	1.93	2.94	3.13	2.92	5.22	5.76	4.60	8.52	1.61	5.02	4.30	49.09	9.13	8.99	15.58	15.15	19.28	29.81	
1908	3.49	4.71	2.50	1.09	4.04	1.08	4.34	5.17	2.59	2.59	0.77	3.04	35.41	12.50	7.63	10.59	5.95	16.91	18.50	
1909	2.78	3.25	4.58	2.18	4.59	4.38	1.31	0.86	3.97	1.03	1.15	4.62	34.70	9.07	11.35	6.55	6.15	21.76	12.94	
1910	4.68	2.28	0.46	7.76	2.95	5.30	0.95	1.37	2.13	2.71	1.93	2.45	34.97	11.58	11.17	7.62	6.77	23.43	11.54	
																				
1911	3.48	2.31	2.45	2.69	3.45	5.52	3.53	12.28	1.60	3.31	4.28	3.68	48.58	8.24	8.59	21.33	9.19	19.90	28.68	
1912	2.63	2.75	6.64	1.94	3.30	3.09	5.96	3.25	8.75	0.72	1.93	4.17	45.13	9.06	11.88	12.30	11.40	20.35	24.78	
1913	2.45	1.61	3.89	5.15	3.12	1.47	2.63	6.38	1.51	3.50	1.82	2.58	36.11	8.23	12.16	10.48	6.83	17.69	18.42	
1914	5.66	2.89	1.80	4.55	1.17	1.64	2.55	6.74	1.64	1.24	2.18	4.34	36.40	11.13	7.52	10.93	5.06	17.71	18.69	
1915	6.81	4.75	1.06	1.37	3.19	6.23	2.22	9.93	2.30	3.86	1.59	3.08	46.39	15.90	5.62	18.38	7.75	23.41	22.98	
																				
1916	1.51	3.21	3.61	3.68	3.49	5.33	5.04	0.83	1.82	1.61	1.97	3.94	36.04	7.80	10.78	11.20	5.40	20.83	15.21	
1917	3.04	1.75	3.80	2.21	3.24	4.05	7.09	2.39	2.86	5.01	0.52	1.96	37.92	8.73	9.25	13.53	8.39	18.09	19.83	
1918	5.00	1.04	4.17	6.79	3.17	1.75	2.28	3.35	3.01	0.76	1.50	4.72	37.54	8.00	14.13	7.38	5.27	21.92	15.62	
1919	3.51	2.62	4.22	4.05	5.46	2.69	7.21	6.45	2.31	2.50	3.10	3.11	47.23	10.85	13.73	16.35	7.91	22.55	24.68	
1920	1.87	3.41	2.56	4.84	2.30	8.25	4.94	9.47	3.08	0.17	3.96	3.58	48.43	8.39	9.70	22.66	7.21	23.23	25.20	
																				
1921	2.05	2.85	2.60	2.59	5.99	1.97	4.93	3.49	3.19	1.61	4.37	2.08	37.72	8.48	11.18	10.39	9.17	18.05	19.67	
1922	4.88	2.94	4.83	0.88	4.00	4.45	7.28	1.11	2.69	5.58	0.44	3.43	42.51	9.90	9.71	12.84	8.71	21.98	20.53	
1923	4.14	2.51	4.12	3.68	2.59	1.84	2.04	3.14	3.85	2.83	2.04	3.88	36.66	10.08	10.39	7.02	8.72	18.88	17.78	
1924	4.33	4.14	6.66	5.89	5.80	5.54	1.99	5.22	5.75	0.05	1.37	2.30	49.04	12.35	18.35	12.75	7.17	32.36	16.68	
1925	5.35	0.98	2.00	2.66	1.86	1.01	5.57	2.41	0.75	5.43	3.16	1.54	32.72	8.63	6.52	8.99	9.34	13.86	18.86	
																				
1926	3.10	4.27	2.19	1.46	2.60	2.46	5.74	5.58	4.19	4.24	6.46	2.89	45.18	8.91	6.25	13.78	14.89	16.08	29.10	
1927	1.38	3.78	1.47	5.48	2.03	2.96	1.41	3.04	1.95	6.90	2.22	3.61	36.23	8.05	8.98	7.41	11.07	17.10	19.13	
1928	2.76	2.89	3.12	6.26	3.09	4.43	3.54	9.70	4.35	0.26	1.78	1.22	43.40	9.26	12.47	17.67	6.39	22.55	20.85	
1929	2.90	3.45	3.16	6.73	1.78	4.82	1.13	4.04	2.79	6.77	2.44	2.46	42.47	7.57	11.67	9.99	12.00	22.84	19.63	
1930	2.66	2.38	2.27	3.12	2.91	2.97	0.64	0.78	0.37	0.37	1.13	1.95	21.55	7.50	8.30	4.39	1.87	16.31	5.24	
																				
1931	1.89	1.41	4.62	2.77	5.80	1.89	6.04	7.98	2.05	1.79	1.13	2.20	39.57	5.25	13.19	15.91	4.97	18.38	21.19	
1932	5.85	2.08	6.48	2.15	5.51	2.91	2.42	3.92	1.47	7.17	6.17	3.45	49.58	10.13	14.14	9.25	14.81	24.98	24.60	
1933	3.37	2.95	4.60	7.58	5.17	3.09	3.90	13.83	3.28	1.76	0.96	2.47	52.96	9.77	17.35	20.82	6.00	26.76	26.20	
1934	2.53	3.29	4.47	2.32	4.04	5.39	2.24	6.63	12.41	0.95	3.51	3.10	50.88	8.29	10.83	14.26	16.87	22.04	28.84	
1935	4.79	2.74	2.82	5.12	4.51	5.01	4.55	3.97	7.59	2.63	5.63	2.16	51.52	10.63	12.45	13.53	15.85	24.99	26.53	
																				
1936	5.94	3.75	6.42	2.56	3.18	1.48	4.89	4.60	2.16	1.73	0.79	7.10	44.60	11.85	12.16	10.97	4.68	23.33	21.27	
1937	6.74	3.52	1.93	7.92	3.27	3.53	3.81	5.06	1.10	7.75	5.21	0.95	50.79	17.36	13.12	12.40	14.06	26.91	23.88	
1938	2.23	3.10	2.44	1.40	4.86	1.49	4.87	2.43	5.05	2.15	2.11	2.66	34.79	6.28	8.70	8.79	9.31	15.52	19.27	
1939	3.77	6.52	3.75	5.92	1.47	3.86	2.41	3.52	3.08	4.01	0.76	1.87	40.94	12.95	11.14	9.79	7.85	25.29	15.65	
1940	1.81	3.97	3.97	6.99	4.41	2.37	2.85	5.60	1.32	2.37	5.99	2.68	44.33	7.65	15.37	10.82	9.68	23.52	20.81	
																				
1941	3.29	1.07	2.20	3.29	3.61	7.77	5.61	1.60	0.50	0.99	1.32	3.48	34.73	7.04	9.10	14.98	2.81	21.23	13.50	
1942	2.04	2.79	6.50	0.88	4.19	2.26	4.46	7.01	1.82	7.75	2.36	3.96	46.02	8.31	11.57	13.73	11.93	18.66	27.36	
1943	3.53	2.08	4.38	2.56	4.76	1.29	4.95	0.86	1.84	6.29	2.77	1.44	36.75	9.57	11.70	7.10	10.90	18.60	18.15	
1944	5.04	2.20	6.04	3.80	1.72	2.55	2.81	4.22	5.39	4.01	3.93	3.83	45.54	8.68	11.56	9.58	13.33	21.35	24.19	
1945	3.75	3.44	1.41	3.55	3.50	2.65	9.68	2.48	5.06	1.18	3.92	5.99	46.61	11.02	8.46	14.81	10.16	18.30	28.31	
																				
1946	1.66	3.33	1.89	1.56	6.39	3.65	5.37	4.02	3.98	2.59	1.24	1.97	37.65	10.98	9.84	13.04	7.81	18.48	19.17	
1947	3.89	1.87	1.54	5.56	3.95	7.48	4.92	3.74	3.54	1.20	6.92	1.63	46.24	7.73	11.05	16.14	11.66	24.29	21.95	
1948	5.83	1.89	3.85	2.92	6.41	9.36	1.94	5.75	2.27	3.62	5.40	5.47	54.71	9.35	13.18	17.05	11.29	30.26	24.45	
1949	6.13	3.41	2.74	2.44	5.90	1.19	3.24	2.82	2.33	4.11	1.13	2.25	37.69	15.01	11.08	7.25	7.57	21.81	15.88	
1950	2.13	4.12	4.30	1.37	5.00	3.81	3.07	2.66	5.93	2.67	2.05	3.74	40.85	8.50	10.67	9.54	10.65	20.73	20.12	
																				
1951	2.88	3.36	3.70	3.69	3.92	8.80	1.84	0.77	4.13	2.02	6.20	4.49	45.80	9.98	11.31	11.41	12.35	26.35	19.45	
1952	4.14	2.59	4.77	8.15	4.97	3.19	6.71	4.71	5.68	0.51	7.68	3.47	56.57	11.22	17.89	14.61	13.87	27.81	28.76	
1953	4.56	2.74	6.80	4.43	6.37	2.90	4.94	4.26	4.05	2.83	1.32	3.05	48.25	10.77	17.60	12.10	8.20	27.80	20.45	
1954	2.02	1.21	3.96	3.07	2.07	0.15	1.77	4.10	1.16	3.24	2.42	2.72	27.89	6.28	9.10	6.02	6.82	12.48	15.41	
1955	0.29	2.68	3.34	2.34	2.34	6.73	0.30	18.35	0.56	5.66	1.35	0.20	44.14	5.69	8.02	25.38	7.57	17.72	26.42	
																				
1956	2.49	3.38	4.11	2.18	2.38	2.11	7.06	1.81	3.42	4.65	2.69	3.22	39.50	6.07	8.67	10.98	10.76	16.65	22.85	
1957	2.28	2.61	2.27	2.46	0.55	4.08	1.25	2.44	5.63	2.21	2.87	5.30	33.95	8.11	5.28	7.77	10.71	14.25	19.70	
1958	3.45	3.51	6.18	4.29	2.75	3.65	7.73	6.26	1.27	2.51	2.15	1.39	45.14	12.26	13.22	17.64	5.93	23.83	21.31	
1959	2.39	1.82	2.72	3.44	2.82	3.68	6.00	4.39	0.82	4.16	2.12	3.57	37.93	5.60	8.98	14.07	7.10	16.87	21.06	
1960	2.31	4.95	2.82	3.40	7.10	1.27	8.18	4.30	6.38	2.12	1.08	2.92	46.83	10.83	13.32	13.75	9.58	21.85	24.98	
																				
1961	2.91	4.63	3.87	4.45	2.72	5.19	4.57	4.31	1.57	3.70	1.98	2.85	42.75	10.46	11.04	14.07	7.25	23.77	18.98	
1962	2.02	4.41	4.85	4.25	2.43	3.16	2.09	2.26	2.39	2.96	6.50	2.92	40.24	9.28	11.53	7.51	11.85	21.12	19.12	
1963	1.84	2.07	4.68	2.15	1.70	9.16	0.69	4.21	4.12	T	6.85	2.08	39.55	6.83	8.53	14.06	10.97	21.60	17.95	
1964	5.27	4.36	2.98	4.37	0.43	2.40	2.66	1.96	2.61	1.19	2.51	3.94	34.68	11.71	7.78	7.02	6.31	19.81	14.87	
1965	3.09	2.89	4.31	1.72	1.79	1.94	2.61	4.72	1.94	1.90	0.68	0.63	28.22	9.92	7.82	9.27	4.52	15.74	12.48	
																				
1966	4.15	4.24	0.93	4.39	4.53	1.18	1.48	1.87	8.50	4.80	2.78	3.53	42.38	9.02	9.85	4.53	16.08	19.42	22.96	
1967	0.99	2.25	4.39	1.73	3.79	1.89	3.56	8.87	0.21	1.34	2.60	5.31	36.93	6.77	9.91	14.32	4.15	15.04	21.89	
1968	3.42	0.72	4.41	1.61	5.41	3.35	2.75	4.16	4.39	3.13	3.85	2.60	39.80	9.45	11.43	10.26	11.37	18.92	20.88	
1969	1.38	1.75	1.63	1.80	1.46	3.65	5.22	3.81	2.60	1.10	1.74	7.44	33.58	5.73	4.89	12.68	5.44	11.67	21.91	
1970	0.94	3.34	3.07	4.53	1.69	4.10	4.32	1.33	0.46	3.04	5.11	3.50	35.43	11.72	9.29	9.75	8.61	17.67	17.76	
																				
1971	2.02	6.21	1.90	1.75	6.12	2.92	4.03	10.91	5.55	6.88	3.75	1.29	53.33	11.73	9.77	17.86	16.18	20.92	32.41	
1972	2.82	6.01	2.38	5.30	4.11	9.95	2.81	2.22	1.15	3.51	7.05	5.02	52.33	10.12	11.79	14.98	11.71	30.57	21.76	
1973	2.81	2.82	3.96	6.41	3.73	3.16	4.22	3.35	4.87	2.86	1.28	6.36	45.83	10.65	14.10	10.73	9.01	22.89	22.94	
1974	2.92	0.94	4.12	2.59	3.58	2.84	0.85	5.85	5.45	1.53	1.39	5.70	37.76	10.22	10.29	9.54	8.37	16.99	20.77	
1975	3.47	2.47	5.17	2.73	4.63	3.82	7.15	4.23	8.62	2.89	2.03	4.61	51.82	11.64	12.53	15.20	13.54	22.29	29.53	
																				
1976	4.10	2.16	2.23	1.27	5.03	2.49	5.56	2.98	6.93	8.09	0.56	2.04	43.44	10.87	8.53	11.03	15.58	17.28	26.16	
1977	1.36	0.63	3.93	3.05	1.49	3.44	2.62	3.31	0.62	5.17	5.01	5.76	36.39	4.03	8.47	9.37	10.80	13.90	22.49	
1978	7.34	0.56	4.74	1.26	5.49	2.81	6.83	3.39	1.03	0.71	2.70	4.63	41.49	13.66	11.49	13.03	4.44	22.20	19.29	
1979	7.84	7.16	2.05	3.37	4.15	5.74	3.71	9.38	6.73	5.53	2.45	0.87	58.98	19.63	9.57	18.83	14.71	30.31	28.67	
1980	2.58	1.06	5.46	4.24	3.58	3.04	3.25	4.00	1.00	3.08	2.72	0.70	34.71	4.51	13.28	10.29	6.80	19.96	14.75	
																				
1981	0.49	2.93	1.14	2.04	3.63	5.40	4.59	1.93	2.89	2.57	0.31	3.30	31.22	4.12	6.81	11.92	5.77	15.63	15.59	
1982	3.37	4.04	3.03	3.61	1.85	5.70	2.16	0.95	3.63	2.31	3.13	2.39	36.17	10.71	8.49	8.81	9.07	21.60	14.57	
1983	2.21	4.81	6.80	6.55	5.47	5.23	1.31	1.57	1.76	3.58	5.02	6.72	51.03	9.41	18.82	8.11	10.36	31.07	19.96	
1984	1.96	3.90	5.79	2.95	4.29	1.65	3.27	4.11	2.38	1.94	3.01	1.71	36.96	12.58	13.03	9.03	7.33	20.54	16.42	
1985	2.03	3.03	2.37	0.39	6.01	2.44	2.53	3.72	6.22	2.48	4.71	0.84	36.77	6.77	8.77	8.69	13.41	16.27	20.50	
																				
1986	2.16	3.78	0.96	2.64	0.37	1.46	4.12	4.26	0.58	1.86	5.96	5.52	33.67	6.78	3.97	9.84	8.40	11.37	22.30	
1987	5.85	2.22	0.99	1.86	4.16	2.63	5.05	1.61	7.34	2.25	5.05	2.07	41.08	13.59	7.01	9.29	14.64	17.71	23.37	
1988	3.24	3.25	2.35	2.44	4.37	0.84	3.78	2.64	2.05	1.59	4.78	0.97	32.30	8.56	9.16	7.26	8.42	16.49	15.81	
1989	3.07	3.36	4.24	3.16	8.71	5.98	7.35	3.38	3.64	4.90	1.97	2.12	51.88	7.40	16.11	16.71	10.51	28.52	23.36	
1990	3.71	1.48	2.54	4.23	4.92	2.55	5.68	6.17	1.07	2.57	2.10	4.86	41.88	7.31	11.69	14.40	5.74	19.43	22.45	
																				
1991	3.54	0.73	5.65	1.68	1.16	1.08	1.76	2.54	3.05	3.20	1.69	4.08	30.16	9.13	8.49	5.38	7.94	13.84	16.32	
1992	1.27	2.49	4.58	1.76	2.92	1.89	5.07	2.19	5.96	2.73	3.44	4.63	38.93	7.84	9.26	9.15	12.13	14.91	24.02	
1993	2.73	2.84	8.12	3.68	3.66	2.56	1.71	2.55	4.09	3.02	3.09	4.45	42.50	10.20	15.46	6.82	10.20	23.59	18.91	
1994	4.59	4.07	8.64	2.53	3.02	2.84	4.54	3.44	3.93	1.82	1.95	1.95	43.32	13.11	14.19	10.82	7.70	25.69	17.63	
1995	2.87	1.88	2.12	1.92	3.40	1.80	3.65	2.98	3.29	6.24	4.12	2.66	36.93	6.70	7.44	8.43	13.65	13.99	22.94	
													 				 		 	
1996	6.80	2.36	3.57	3.76	5.68	4.08	7.38	4.17	5.65	4.32	3.77	6.77	58.31	11.82	13.01	15.63	13.74	26.25	32.06	
1997	2.83	2.23	5.67	2.40	3.03	3.74	1.49	4.21	1.47	3.43	5.79	2.05	38.34	11.83	11.10	9.44	10.69	19.90	18.44	
1998	5.65	6.40	5.56	3.02	3.46	3.22	1.42	0.91	1.27	1.06	1.13	1.27	34.37	14.10	12.04	5.55	3.46	27.31	7.06	
1999	4.70	2.65	3.46	2.27	1.73	2.04	2.06	6.14	11.50	2.48	1.95	2.96	43.94	8.62	7.46	10.24	15.93	16.85	27.09	
2000	3.64	2.01	4.35	5.06	2.82	5.54	5.64	3.18	5.55	0.08	1.73	2.31	41.91	8.61	12.23	14.36	7.36	23.42	18.49	
													 					 	 	
2001	2.68	2.35	4.76	1.32	5.34	3.58	3.85	5.74	1.43	0.78	1.01	1.73	34.57	7.34	11.42	13.17	3.22	20.03	14.54	
2002	2.19	0.36	3.75	4.08	2.99	2.39	2.26	3.66	3.17	6.01	3.78	4.96	39.60	4.28	10.82	8.31	12.96	15.76	23.84	
2003	2.59	6.70	4.17	2.40	6.81	6.96	5.56	4.61	7.47	5.82	4.86	4.71	62.66	14.25	13.38	17.13	18.15	29.63	33.03	
2004	1.26	2.40	2.73	5.33	5.05	4.17	8.69	2.71	3.94	1.44	5.02	2.93	45.67	8.37	13.11	15.57	10.40	20.94	24.73	
2005	3.75	1.66	5.13	3.81	2.64	3.74	8.77	3.71	0.67	9.23	2.12	3.90	49.13	8.34	11.58	16.22	12.02	20.73	28.40	
																				
2006	3.48	2.64	0.18	3.27	1.60	7.32	1.86	1.45	7.56	5.75	6.25	1.88	43.24	10.02	5.05	10.63	19.56	18.49	24.75	
2007	2.48	2.04	4.17	5.00	0.94	2.20	3.31	3.08	0.35	5.85	1.52	4.03	34.97	6.40	10.11	8.59	7.72	16.83	18.14	
2008	1.47	3.80	2.37	4.62	7.77	3.70	5.47	1.48	7.22	1.27	2.61	3.19	44.97	9.30	14.76	10.65	11.10	23.73	21.24	
2009	2.73	0.26	2.07	5.80	8.42	5.52	3.29	4.76	3.48	6.24	4.94	8.06	55.57	6.18	16.29	13.57	14.66	24.80	30.77	
2010	2.24	4.15	5.53	2.20	3.49	1.55	4.36	4.74	8.26	2.95	2.04	1.96	43.47	14.45	11.22	10.65	13.25	19.16	24.31	
																				
2011	2.66	2.69	4.99	3.52	2.42	3.51	2.77	10.38	13.32	3.31	2.45	4.50	56.52	7.31	10.93	16.66	19.08	19.79	36.73	
2012	2.54	2.42	1.76	1.99	1.99	2.68	3.27	5.82	2.21	8.92	0.71	3.11	37.42	9.46	5.74	11.77	11.84	13.38	24.04	
